Economy_Label,CargoType_Label,1970_Metric_tons_in_millions_Value,1970_Metric_tons_Footnote,1970_Metric_tons_MissingValue,1971_Metric_tons_in_millions_Value,1971_Metric_tons_Footnote,1971_Metric_tons_MissingValue,1972_Metric_tons_in_millions_Value,1972_Metric_tons_Footnote,1972_Metric_tons_MissingValue,1973_Metric_tons_in_millions_Value,1973_Metric_tons_Footnote,1973_Metric_tons_MissingValue,1974_Metric_tons_in_millions_Value,1974_Metric_tons_Footnote,1974_Metric_tons_MissingValue,1975_Metric_tons_in_millions_Value,1975_Metric_tons_Footnote,1975_Metric_tons_MissingValue,1976_Metric_tons_in_millions_Value,1976_Metric_tons_Footnote,1976_Metric_tons_MissingValue,1977_Metric_tons_in_millions_Value,1977_Metric_tons_Footnote,1977_Metric_tons_MissingValue,1978_Metric_tons_in_millions_Value,1978_Metric_tons_Footnote,1978_Metric_tons_MissingValue,1979_Metric_tons_in_millions_Value,1979_Metric_tons_Footnote,1979_Metric_tons_MissingValue,1980_Metric_tons_in_millions_Value,1980_Metric_tons_Footnote,1980_Metric_tons_MissingValue,1981_Metric_tons_in_millions_Value,1981_Metric_tons_Footnote,1981_Metric_tons_MissingValue,1982_Metric_tons_in_millions_Value,1982_Metric_tons_Footnote,1982_Metric_tons_MissingValue,1983_Metric_tons_in_millions_Value,1983_Metric_tons_Footnote,1983_Metric_tons_MissingValue,1984_Metric_tons_in_millions_Value,1984_Metric_tons_Footnote,1984_Metric_tons_MissingValue,1985_Metric_tons_in_millions_Value,1985_Metric_tons_Footnote,1985_Metric_tons_MissingValue,1986_Metric_tons_in_millions_Value,1986_Metric_tons_Footnote,1986_Metric_tons_MissingValue,1987_Metric_tons_in_millions_Value,1987_Metric_tons_Footnote,1987_Metric_tons_MissingValue,1988_Metric_tons_in_millions_Value,1988_Metric_tons_Footnote,1988_Metric_tons_MissingValue,1989_Metric_tons_in_millions_Value,1989_Metric_tons_Footnote,1989_Metric_tons_MissingValue,1990_Metric_tons_in_millions_Value,1990_Metric_tons_Footnote,1990_Metric_tons_MissingValue,1991_Metric_tons_in_millions_Value,1991_Metric_tons_Footnote,1991_Metric_tons_MissingValue,1992_Metric_tons_in_millions_Value,1992_Metric_tons_Footnote,1992_Metric_tons_MissingValue,1993_Metric_tons_in_millions_Value,1993_Metric_tons_Footnote,1993_Metric_tons_MissingValue,1994_Metric_tons_in_millions_Value,1994_Metric_tons_Footnote,1994_Metric_tons_MissingValue,1995_Metric_tons_in_millions_Value,1995_Metric_tons_Footnote,1995_Metric_tons_MissingValue,1996_Metric_tons_in_millions_Value,1996_Metric_tons_Footnote,1996_Metric_tons_MissingValue,1997_Metric_tons_in_millions_Value,1997_Metric_tons_Footnote,1997_Metric_tons_MissingValue,1998_Metric_tons_in_millions_Value,1998_Metric_tons_Footnote,1998_Metric_tons_MissingValue,1999_Metric_tons_in_millions_Value,1999_Metric_tons_Footnote,1999_Metric_tons_MissingValue,2000_Metric_tons_in_millions_Value,2000_Metric_tons_Footnote,2000_Metric_tons_MissingValue,2001_Metric_tons_in_millions_Value,2001_Metric_tons_Footnote,2001_Metric_tons_MissingValue,2002_Metric_tons_in_millions_Value,2002_Metric_tons_Footnote,2002_Metric_tons_MissingValue,2003_Metric_tons_in_millions_Value,2003_Metric_tons_Footnote,2003_Metric_tons_MissingValue,2004_Metric_tons_in_millions_Value,2004_Metric_tons_Footnote,2004_Metric_tons_MissingValue,2005_Metric_tons_in_millions_Value,2005_Metric_tons_Footnote,2005_Metric_tons_MissingValue,2006_Metric_tons_in_millions_Value,2006_Metric_tons_Footnote,2006_Metric_tons_MissingValue,2007_Metric_tons_in_millions_Value,2007_Metric_tons_Footnote,2007_Metric_tons_MissingValue,2008_Metric_tons_in_millions_Value,2008_Metric_tons_Footnote,2008_Metric_tons_MissingValue,2009_Metric_tons_in_millions_Value,2009_Metric_tons_Footnote,2009_Metric_tons_MissingValue,2010_Metric_tons_in_millions_Value,2010_Metric_tons_Footnote,2010_Metric_tons_MissingValue,2011_Metric_tons_in_millions_Value,2011_Metric_tons_Footnote,2011_Metric_tons_MissingValue,2012_Metric_tons_in_millions_Value,2012_Metric_tons_Footnote,2012_Metric_tons_MissingValue,2013_Metric_tons_in_millions_Value,2013_Metric_tons_Footnote,2013_Metric_tons_MissingValue,2014_Metric_tons_in_millions_Value,2014_Metric_tons_Footnote,2014_Metric_tons_MissingValue,2015_Metric_tons_in_millions_Value,2015_Metric_tons_Footnote,2015_Metric_tons_MissingValue,2016_Metric_tons_in_millions_Value,2016_Metric_tons_Footnote,2016_Metric_tons_MissingValue,2017_Metric_tons_in_millions_Value,2017_Metric_tons_Footnote,2017_Metric_tons_MissingValue,2018_Metric_tons_in_millions_Value,2018_Metric_tons_Footnote,2018_Metric_tons_MissingValue,2019_Metric_tons_in_millions_Value,2019_Metric_tons_Footnote,2019_Metric_tons_MissingValue,2020_Metric_tons_in_millions_Value,2020_Metric_tons_Footnote,2020_Metric_tons_MissingValue,2021_Metric_tons_in_millions_Value,2021_Metric_tons_Footnote,2021_Metric_tons_MissingValue
South-eastern Asia,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,,,567,,,571,,,538,,,565,,,608,,,587,,,642,,,707,,,787,,,910,,,908,,,947,,,947,,,938,,,988,,
Southern Asia,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,123,,,127,,,103,,,121,,,111,,,63,,,55,,,48,,,50,,,93,,,106,,,89,,,56,,,39,,,45,,
Southern Asia,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,47,,,48,,,47,,,46,,,50,,,64,,,82,,,79,,,87,,,84,,,79,,,87,,,92,,,84,,,97,,
Southern Asia,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,197,,,200,,,204,,,263,,,258,,,246,,,232,,,244,,,231,,,206,,,180,,,185,,,217,,,219,,,244,,
Southern Asia,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,367,,,376,,,355,,,430,,,419,,,373,,,369,,,371,,,368,,,384,,,366,,,361,,,365,,,343,,,386,,
Southern Asia,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,125,,,106,,,153,,,154,,,154,,,170,,,195,,,199,,,202,,,243,,,231,,,245,,,234,,,231,,,221,,
Southern Asia,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,28,,,33,,,35,,,34,,,30,,,36,,,31,,,31,,,36,,,84,,,67,,,67,,,80,,,74,,,74,,
Southern Asia,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,264,,,370,,,385,,,391,,,409,,,379,,,367,,,387,,,401,,,361,,,441,,,466,,,474,,,461,,,467,,
Southern Asia,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,417,,,508,,,573,,,579,,,593,,,585,,,592,,,617,,,640,,,688,,,739,,,778,,,789,,,766,,,762,,
Western Asia,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,,,758,,,716,,,719,,,744,,,737,,,785,,,802,,,798,,,839,,,841,,,821,,,823,,,772,,,759,,,774,,
Western Asia,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,158,,,164,,,139,,,157,,,148,,,159,,,138,,,169,,,201,,,237,,,212,,,213,,,220,,,199,,,230,,
Western Asia,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,212,,,213,,,201,,,210,,,253,,,267,,,277,,,329,,,333,,,395,,,479,,,497,,,501,,,449,,,462,,
Western Asia,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,,,1128,,,1093,,,1059,,,1111,,,1139,,,1211,,,1217,,,1295,,,1373,,,1473,,,1513,,,1533,,,1492,,,1408,,,1466,,
Western Asia,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,44,,,42,,,33,,,34,,,33,,,33,,,31,,,30,,,33,,,49,,,54,,,51,,,48,,,36,,,36,,
Western Asia,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,56,,,59,,,58,,,58,,,60,,,68,,,69,,,74,,,85,,,77,,,95,,,95,,,78,,,71,,,71,,
Western Asia,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,,,375,,,375,,,330,,,343,,,378,,,398,,,417,,,428,,,460,,,472,,,476,,,494,,,503,,,483,,,521,,
Western Asia,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,,,475,,,477,,,420,,,436,,,471,,,500,,,518,,,533,,,579,,,599,,,624,,,640,,,629,,,591,,,628,,
Europe,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,217,,,224,,,218,,,232,,,210,,,214,,,211,,,219,,,229,,,253,,,276,,,274,,,247,,,221,,,222,,
Europe,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,291,,,295,,,278,,,306,,,312,,,327,,,318,,,308,,,311,,,301,,,314,,,304,,,274,,,252,,,251,,
Europe,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,,,1005,,,994,,,957,,,1026,,,1051,,,1121,,,1142,,,1146,,,1167,,,1136,,,1158,,,1175,,,1079,,,1059,,,1094,,
Europe,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497,,,1513,,,1513,,,1453,,,1563,,,1573,,,1663,,,1670,,,1673,,,1708,,,1690,,,1748,,,1752,,,1600,,,1533,,,1568,,
Europe,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,,,499,,,494,,,471,,,482,,,462,,,472,,,436,,,435,,,488,,,475,,,501,,,483,,,468,,,383,,,399,,
Europe,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,265,,,276,,,286,,,284,,,340,,,327,,,335,,,310,,,320,,,299,,,315,,,299,,,257,,,201,,,212,,
Europe,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305,,,1218,,,1289,,,1016,,,1106,,,1156,,,1176,,,1160,,,1209,,,1213,,,1300,,,1287,,,1320,,,1228,,,1052,,,1112,,
Europe,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131,,,1982,,,2059,,,1773,,,1872,,,1958,,,1975,,,1931,,,1954,,,2021,,,2073,,,2103,,,2102,,,1954,,,1635,,,1722,,
Oceania,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,15,,,18,,,14,,,18,,,17,,,17,,,16,,,14,,,15,,,15,,,12,,,14,,,13,,,14,,,14,,
Oceania,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,4,,,5,,,5,,,11,,,21,,,35,,,42,,,47,,,49,,,57,,,61,,,61,,,59,,,56,,
Oceania,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,,,661,,,723,,,728,,,899,,,923,,,970,,,988,,,1184,,,1202,,,1298,,,1441,,,1494,,,1495,,,1432,,,1447,,
Oceania,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,,,679,,,745,,,747,,,921,,,951,,,1008,,,1040,,,1239,,,1264,,,1363,,,1511,,,1569,,,1569,,,1504,,,1517,,
Oceania,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,28,,,28,,,22,,,25,,,28,,,32,,,27,,,28,,,28,,,25,,,28,,,30,,,23,,,17,,,14,,
Oceania,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,22,,,24,,,19,,,24,,,22,,,24,,,29,,,23,,,24,,,21,,,22,,,27,,,23,,,18,,,25,,
Oceania,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,60,,,65,,,69,,,69,,,77,,,82,,,92,,,105,,,108,,,113,,,96,,,103,,,100,,,94,,,105,,
Oceania,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,109,,,117,,,110,,,118,,,128,,,139,,,148,,,156,,,161,,,159,,,145,,,159,,,146,,,129,,,144,,
Asia and Oceania,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,,,957,,,923,,,889,,,953,,,924,,,923,,,925,,,913,,,963,,,1014,,,1009,,,986,,,893,,,866,,,883,,
Asia and Oceania,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,,,379,,,367,,,373,,,380,,,416,,,434,,,484,,,523,,,578,,,656,,,666,,,684,,,725,,,681,,,708,,
Asia and Oceania,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597,,,2755,,,2861,,,2718,,,2973,,,3120,,,3340,,,3514,,,3846,,,3820,,,3952,,,4253,,,4413,,,4472,,,4339,,,4501,,
Asia and Oceania,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3907,,,4091,,,4151,,,3979,,,4306,,,4460,,,4697,,,4923,,,5282,,,5361,,,5622,,,5928,,,6083,,,6090,,,5887,,,6092,,
Asia and Oceania,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,,,861,,,848,,,849,,,883,,,913,,,949,,,984,,,1000,,,1028,,,1122,,,1179,,,1223,,,1225,,,1213,,,1195,,
Asia and Oceania,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,372,,,404,,,392,,,435,,,465,,,482,,,504,,,504,,,582,,,632,,,664,,,699,,,698,,,693,,,705,,
Asia and Oceania,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,,,2929,,,3139,,,3185,,,3431,,,3640,,,3902,,,4212,,,4409,,,4455,,,4590,,,4840,,,4976,,,5138,,,5182,,,5300,,
Asia and Oceania,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3885,,,4162,,,4392,,,4426,,,4749,,,5018,,,5333,,,5700,,,5913,,,6065,,,6344,,,6682,,,6898,,,7061,,,7088,,,7199,,
Developing economies,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532,,,1558,,,1520,,,1455,,,1511,,,1501,,,1520,,,1475,,,1432,,,1460,,,1493,,,1500,,,1458,,,1393,,,1277,,,1272,,
Developing economies,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,,,498,,,492,,,478,,,478,,,509,,,505,,,534,,,572,,,613,,,688,,,671,,,709,,,762,,,714,,,749,,
Developing economies,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553,,,2701,,,2796,,,2607,,,2804,,,3028,,,3216,,,3340,,,3500,,,3497,,,3566,,,3703,,,3812,,,3908,,,3834,,,4029,,
Developing economies,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589,,,4757,,,4809,,,4540,,,4793,,,5038,,,5240,,,5349,,,5504,,,5570,,,5747,,,5874,,,5978,,,6062,,,5824,,,6049,,
Developing economies,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,613,,,580,,,633,,,677,,,693,,,705,,,749,,,768,,,803,,,882,,,905,,,961,,,972,,,986,,,968,,
Developing economies,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,,355,,,381,,,359,,,392,,,414,,,431,,,461,,,508,,,584,,,718,,,769,,,814,,,837,,,828,,,843,,
Developing economies,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214,,,2447,,,2623,,,2816,,,3018,,,3271,,,3505,,,3802,,,3961,,,4047,,,4150,,,4363,,,4501,,,4619,,,4710,,,4887,,
Developing economies,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101,,,3414,,,3584,,,3808,,,4088,,,4378,,,4641,,,5012,,,5237,,,5435,,,5750,,,6037,,,6277,,,6428,,,6524,,,6698,,
Developing economies: Africa,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,363,,,379,,,354,,,344,,,338,,,364,,,328,,,304,,,294,,,271,,,291,,,297,,,303,,,235,,,226,,
Developing economies: Africa,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,82,,,83,,,83,,,82,,,69,,,70,,,82,,,74,,,58,,,59,,,70,,,70,,,92,,,84,,,100,,
Developing economies: Africa,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,288,,,301,,,273,,,301,,,322,,,326,,,365,,,359,,,363,,,364,,,377,,,395,,,420,,,417,,,436,,
Developing economies: Africa,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,,,732,,,763,,,710,,,726,,,728,,,760,,,775,,,738,,,714,,,694,,,738,,,763,,,814,,,736,,,762,,
Developing economies: Africa,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,46,,,45,,,45,,,42,,,38,,,33,,,37,,,37,,,39,,,39,,,41,,,39,,,35,,,31,,,25,,
Developing economies: Africa,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,45,,,44,,,40,,,39,,,46,,,51,,,59,,,71,,,71,,,81,,,94,,,100,,,113,,,107,,,118,,
Developing economies: Africa,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,290,,,288,,,302,,,319,,,276,,,299,,,311,,,337,,,360,,,360,,,342,,,363,,,385,,,372,,,410,,
Developing economies: Africa,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,380,,,377,,,386,,,401,,,360,,,383,,,407,,,445,,,470,,,480,,,476,,,502,,,534,,,510,,,553,,
Developing economies: Americas,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,252,,,235,,,226,,,231,,,254,,,253,,,240,,,233,,,223,,,232,,,225,,,201,,,222,,,202,,,190,,
Developing economies: Americas,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,91,,,93,,,74,,,73,,,78,,,86,,,70,,,76,,,84,,,81,,,72,,,89,,,81,,,75,,,71,,
