Country Name En,Unit Name,2022,2022 Flag,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag
Turks and Caicos Islands,Tonnes - live weight,3241,A,2277,A,1297,A,1243,A,2090,A,1324,A,3145,A,2917,A,2361,A,2013,A,1960,A,3327,A,3801,A,5446.7,A,6804,A,6136,A,4860,A,6046,A,5506,A,5681,A,5124.7,A,5787.5,A,6385.6,A
Tuvalu,Tonnes - live weight,42781,A,31086.506,A,11295,A,8357.278,A,12819.386,A,7475,A,7684,A,6147,A,7379,A,12923,A,17619,A,11850,A,11466,A,5228,A,4380,E,3770,E,3160,E,2560,A,2450,A,1500,A,600,E,500,E,500,E
Uganda,Number,0,A,0,A,,,500,A,550,A,,,500,A,500,A,515,A,,,405,A,0,A,,,,,290,A,,,,,300,A,600,A,2,A,,,900,A,508,A
Uganda,Tonnes - live weight,444935,A,634594.96,A,578684,A,603224,A,439354,A,389629,A,381803,A,396205,A,461196,A,419249,A,407638,A,437415,A,413805,A,412000,E,403500,E,431500,E,367099,A,416758,A,371789,A,241810,A,221898,A,220726,A,219356,A
Ukraine,Number,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Ukraine,Tonnes - live weight,22720.929,A,63048.279,A,69467.082,A,81730.61,A,76506.98,A,93481.876,A,75858.843,A,120486.142,A,143083.076,A,203668.705,A,154392,A,179984,A,209948,A,220718,A,234079,A,215400,A,219228,A,268007,A,222272.008,A,257628,A,265746,A,310978,A,391867,A
United Arab Emirates,Tonnes - live weight,65510,A,67944,A,71388,A,72117,A,75615,A,75287,A,73287,A,74056,A,73018,A,73203,A,72728,A,75147,A,70590,A,77705,A,74075,A,96453,A,100403,A,86735,A,90000,E,95150,A,97574,A,112561,A,105456,A
United Kingdom of Great Britain and Northern Ireland,Number,22,A,20,A,21,A,23,A,15,A,21,A,11,A,22,A,14,A,58,A,0,A,118,A,0,A,0,A,28,A,55,A,54,A,2,A,467,A,142,A,68,A,87,A,49,A
United Kingdom of Great Britain and Northern Ireland,Tonnes - live weight,617387.965,A,635000.456,A,626404.881,A,618928.161,A,699262.93,A,725343.163,A,697254.306,A,706148.067,A,755988.067,A,632342.047,A,631326.516,A,601079.955,A,612629,A,590853,A,595993,A,619692,A,624684,A,670334,A,654495,A,643819.002,A,728987,A,769481,A,754478,A
United Republic of Tanzania,Number,33,A,1345,A,1243,A,1328,A,1291,A,1290,A,1294,A,1294,A,1287,A,1379,A,1209,A,1702,A,601,A,790,A,1784,A,1556,A,1100,A,1427,A,1572,A,1502,A,1383,A,1639,A,1302,A
United Republic of Tanzania,Tonnes - live weight,472892.761,A,477775.425,A,472951.163,A,468437.258,A,377993.742,A,388846.73,A,370620.345,A,374871.456,A,341593.351,A,379843.082,A,379481.641,A,348953.479,A,351391,A,334954,A,326286,A,426666,A,336364,A,375842,A,364244.68,A,354689.747,A,329057,A,341987.743,A,327264,A
"United Republic of Tanzania, Zanzibar",Tonnes - live weight,38650,E,36800,E,38105,A,36728,A,35445,A,35057,A,33893,A,34103,A,32872,A,30712,A,29810,A,28757,A,25690,A,25394,A,24514,A,23580,A,24418,A,23210,A,23488,A,20859,A,20341,A,20541,A,17922,A
United States of America,Number,534881,A,411991,A,424024,A,487092,A,597156,A,463963,A,554293,A,428895,A,486505,A,481867,A,327458,A,310935,A,370293,A,297633,A,232476,A,389536,A,423440,A,358772,A,370883,A,358470,A,328497,A,268599,A,253026,A
United States of America,Tonnes - live weight,4262836,A,4307886,A,4268937,A,4824484,A,4796708,A,5025904,A,4844740,A,4989616,A,4935679,A,5051397,A,5075771,A,5135091,A,4396944,A,4229471,A,4374054,A,4800372,A,4887768,A,4962122,A,4992380,A,4986926,A,4998490,A,5006556,A,4788532,A
United States Virgin Islands,Tonnes - live weight,385,E,420.324,A,355.592,A,332.715,A,289.989,A,548.89,A,588.553,A,461.535,A,503.56,A,490.673,A,619.25,A,810.738,A,1081.283,A,1393,A,1314,A,1458,A,2213,A,1634,A,1970,A,1867,A,1796,E,1738,E,1673,E
Uruguay,Number,,,,,,,,,168,A,166,A,138,A,183,A,106,A,55,A,55,A,53,A,80,A,82,A,63,A,82,A,35,A,54,A,93,A,79,A,64,A,78,A,32,A
Uruguay,Tonnes - live weight,68781.641,A,66300.607,A,62879.956,A,68005.77,A,69725.333,A,65308.649,A,51551.75,A,59540.099,A,65080.716,A,59195.865,A,76161.745,A,89269.133,A,74153,A,80872,A,108797,A,108722.198,A,133987,A,125818.053,A,122989,A,117269,A,108102,A,104982,A,113326,A
Uzbekistan,Tonnes - live weight,55000,E,53000,E,46099.999,E,40000,E,33600,E,31450,E,27267,A,22956,A,17116,A,13670,A,11052,A,8513,A,4078,E,4100,E,3800,E,3100,E,3400,E,2900,E,1900,A,2100,E,2600,E,3400,A,3306,A
Vanuatu,Tonnes - live weight,88117.341,A,69872.539,A,63665.505,A,57184.384,A,43374.56,A,34497,A,46641.1,A,83013,A,70707.26,A,70636.574,A,67482.582,A,59315.5,A,101244.5,A,150544.3,A,172595,A,213697.2,A,222561,A,229553,A,212786.63,A,113867,A,44968,A,36176,A,70589,A
Venezuela (Bolivarian Republic of),Number,,,3788,A,17251,A,20457,A,43881,A,25402,A,21465,A,15663,A,16696,A,10741,A,26130,A,27797,A,13652,A,16246,A,15489,A,23201,A,60864,A,58346,A,63902,A,33942,A,20349,A,19215,A,23655,A
Venezuela (Bolivarian Republic of),Tonnes - live weight,212118.571,E,223100.003,E,195900.003,E,176299.999,E,182600.001,E,237200.005,E,283742.643,A,240619.311,A,209498.211,A,213755.957,A,213248.664,A,201429.177,A,218853,E,316483,E,295566,A,347958,A,316397,E,403130,E,573593,E,503840,A,509739,A,468103,A,359639,A
Viet Nam,Number,6411.55,A,16292,A,35215,A,9199,A,40112,A,18503,A,13041,A,12595,A,20580,A,9319,A,3615,A,4242,A,3285,A,9483,A,23062,A,17190,A,16125,A,3376,A,831,A,0,A,0,A,0,A,0,A
Viet Nam,Tonnes - live weight,3590003.03,A,3540250.15,A,3506056.76,A,3440531.31,A,3346179,A,3314293,A,3077941,A,2860638,A,2743462,A,2623588,A,2523673,A,2399528,A,2249711,A,2178400,A,2054700,A,2074500,A,2026600,A,1987900,A,1940034,A,1856005,A,1802598,A,1724758,A,1629612,E
Wallis and Futuna Islands,Tonnes - live weight,204.326,A,264,A,263.8,A,304.239,A,260,A,216,A,182,A,204,A,181,A,237,A,210,A,417,A,801,E,773,E,725,E,677,E,629.2,A,529.75,E,415.2,E,359.123,A,340,E,335,E,330,E
Yemen,Tonnes - live weight,178190,E,154940,E,131306.513,E,131305.736,E,131307.992,E,131289.992,E,152130.991,E,177407.997,E,214201.982,E,228782.986,E,227114.985,E,154060.993,A,163861,A,179603,A,132062,E,179916,E,229660,E,238400,E,256300,E,228116,E,179584,E,142198,E,114750,E
Yugoslavia SFR,Tonnes - live weight,,,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Zambia,Number,20375,A,13115,A,22767,A,27519,A,8913,A,31853,A,112374,A,43926,A,44233,A,45368,A,15331,A,43652,A,23717,A,43655,A,28197,A,37305,A,39804,A,28490,A,26353,A,28019,A,22259,A,20900,A,19740,A
Zambia,Tonnes - live weight,109428,A,105125,A,106836,A,97463,A,98538,A,101036,A,91975,A,90064,A,87226,A,87787,A,87638,A,69364,A,76396,A,84716,A,79404,A,73542,A,60237,A,65748,A,67725,A,66332,A,63000,A,63000,A,66671,A
Zimbabwe,Number,59447,A,87460,A,76479,A,85148,A,98797,A,84210,A,113491,A,115499,A,130735,A,115499,A,88421,A,90535,A,80995,A,62101,A,81554,A,64490,A,80873,A,69374,A,60185,A,73707,A,79932,A,76157,A,81898,A
Zimbabwe,Tonnes - live weight,26161,A,22734,A,26671.559,A,26569.258,A,29306.96,A,31258.346,A,29356.543,A,24833.55,A,28353.125,A,22500,E,19900,E,17200,E,14550,E,12800,E,11400,E,10500,E,10500,E,10420,A,10500,E,10600,A,11500,E,12300,E,13114,A
